filename,subject_id,subject_num,condition_key,condition,label,n_samples,n_channels,documented_sfreq_hz,implied_duration_sec,channel_labels_embedded,sfreq_embedded,bytes
sub43_lo.txt,sub43,43,lo,rest_no_task,0,19200,14,128.0,150.0,False,False,4339200
sub44_hi.txt,sub44,44,hi,high_workload_simkap,1,19200,14,128.0,150.0,False,False,4339200
sub44_lo.txt,sub44,44,lo,rest_no_task,0,19200,14,128.0,150.0,False,False,4339200
sub45_hi.txt,sub45,45,hi,high_workload_simkap,1,19200,14,128.0,150.0,False,False,4339200
sub45_lo.txt,sub45,45,lo,rest_no_task,0,19200,14,128.0,150.0,False,False,4339200
sub46_hi.txt,sub46,46,hi,high_workload_simkap,1,19200,14,128.0,150.0,False,False,4339200
sub46_lo.txt,sub46,46,lo,rest_no_task,0,19200,14,128.0,150.0,False,False,4339200
sub47_hi.txt,sub47,47,hi,high_workload_simkap,1,19200,14,128.0,150.0,False,False,4339200
sub47_lo.txt,sub47,47,lo,rest_no_task,0,19200,14,128.0,150.0,False,False,4339200
sub48_hi.txt,sub48,48,hi,high_workload_simkap,1,19200,14,128.0,150.0,False,False,4339200
sub48_lo.txt,sub48,48,lo,rest_no_task,0,19200,14,128.0,150.0,False,False,4339200
