subject_id,input_path,input_type,file_sha256,condition_labels,rest_rows,workload_rows,total_rows,sampling_rate_hz,channel_names,duration_or_row_count_status,genuine_baseline_condition,timing_available,reconstruction_from_source_possible,notes
19,results/multi_dataset/stew_features.parquet,cached_feature_table_only,0d084bfad1228549e6b470bad0e947b372ff1568e3162aa2a0ba05ad1d550152,rest(label=0); workload(label=1),27,21,48,not verifiable from cached feature table,"Af3,Af4,F3,F4,F7,F8,Fc5,Fc6,O1,O2,T3,T4,T5,T6",row counts available; source window timing/duration unavailable,"rest rows exist, but source timing is unavailable and non-overlap cannot be audited",False,False,"Cached features lack raw EEG path, sample index, window start/end, and source file IDs."
2,results/multi_dataset/stew_features.parquet,cached_feature_table_only,0d084bfad1228549e6b470bad0e947b372ff1568e3162aa2a0ba05ad1d550152,rest(label=0); workload(label=1),21,15,36,not verifiable from cached feature table,"Af3,Af4,F3,F4,F7,F8,Fc5,Fc6,O1,O2,T3,T4,T5,T6",row counts available; source window timing/duration unavailable,"rest rows exist, but source timing is unavailable and non-overlap cannot be audited",False,False,"Cached features lack raw EEG path, sample index, window start/end, and source file IDs."
20,results/multi_dataset/stew_features.parquet,cached_feature_table_only,0d084bfad1228549e6b470bad0e947b372ff1568e3162aa2a0ba05ad1d550152,rest(label=0); workload(label=1),21,21,42,not verifiable from cached feature table,"Af3,Af4,F3,F4,F7,F8,Fc5,Fc6,O1,O2,T3,T4,T5,T6",row counts available; source window timing/duration unavailable,"rest rows exist, but source timing is unavailable and non-overlap cannot be audited",False,False,"Cached features lack raw EEG path, sample index, window start/end, and source file IDs."
21,results/multi_dataset/stew_features.parquet,cached_feature_table_only,0d084bfad1228549e6b470bad0e947b372ff1568e3162aa2a0ba05ad1d550152,rest(label=0); workload(label=1),23,29,52,not verifiable from cached feature table,"Af3,Af4,F3,F4,F7,F8,Fc5,Fc6,O1,O2,T3,T4,T5,T6",row counts available; source window timing/duration unavailable,"rest rows exist, but source timing is unavailable and non-overlap cannot be audited",False,False,"Cached features lack raw EEG path, sample index, window start/end, and source file IDs."
22,results/multi_dataset/stew_features.parquet,cached_feature_table_only,0d084bfad1228549e6b470bad0e947b372ff1568e3162aa2a0ba05ad1d550152,rest(label=0); workload(label=1),16,21,37,not verifiable from cached feature table,"Af3,Af4,F3,F4,F7,F8,Fc5,Fc6,O1,O2,T3,T4,T5,T6",row counts available; source window timing/duration unavailable,"rest rows exist, but source timing is unavailable and non-overlap cannot be audited",False,False,"Cached features lack raw EEG path, sample index, window start/end, and source file IDs."
23,results/multi_dataset/stew_features.parquet,cached_feature_table_only,0d084bfad1228549e6b470bad0e947b372ff1568e3162aa2a0ba05ad1d550152,rest(label=0); workload(label=1),11,10,21,not verifiable from cached feature table,"Af3,Af4,F3,F4,F7,F8,Fc5,Fc6,O1,O2,T3,T4,T5,T6",row counts available; source window timing/duration unavailable,"rest rows exist, but source timing is unavailable and non-overlap cannot be audited",False,False,"Cached features lack raw EEG path, sample index, window start/end, and source file IDs."
24,results/multi_dataset/stew_features.parquet,cached_feature_table_only,0d084bfad1228549e6b470bad0e947b372ff1568e3162aa2a0ba05ad1d550152,rest(label=0); workload(label=1),20,18,38,not verifiable from cached feature table,"Af3,Af4,F3,F4,F7,F8,Fc5,Fc6,O1,O2,T3,T4,T5,T6",row counts available; source window timing/duration unavailable,"rest rows exist, but source timing is unavailable and non-overlap cannot be audited",False,False,"Cached features lack raw EEG path, sample index, window start/end, and source file IDs."
25,results/multi_dataset/stew_features.parquet,cached_feature_table_only,0d084bfad1228549e6b470bad0e947b372ff1568e3162aa2a0ba05ad1d550152,rest(label=0); workload(label=1),16,24,40,not verifiable from cached feature table,"Af3,Af4,F3,F4,F7,F8,Fc5,Fc6,O1,O2,T3,T4,T5,T6",row counts available; source window timing/duration unavailable,"rest rows exist, but source timing is unavailable and non-overlap cannot be audited",False,False,"Cached features lack raw EEG path, sample index, window start/end, and source file IDs."
26,results/multi_dataset/stew_features.parquet,cached_feature_table_only,0d084bfad1228549e6b470bad0e947b372ff1568e3162aa2a0ba05ad1d550152,rest(label=0); workload(label=1),27,19,46,not verifiable from cached feature table,"Af3,Af4,F3,F4,F7,F8,Fc5,Fc6,O1,O2,T3,T4,T5,T6",row counts available; source window timing/duration unavailable,"rest rows exist, but source timing is unavailable and non-overlap cannot be audited",False,False,"Cached features lack raw EEG path, sample index, window start/end, and source file IDs."
27,results/multi_dataset/stew_features.parquet,cached_feature_table_only,0d084bfad1228549e6b470bad0e947b372ff1568e3162aa2a0ba05ad1d550152,rest(label=0); workload(label=1),22,19,41,not verifiable from cached feature table,"Af3,Af4,F3,F4,F7,F8,Fc5,Fc6,O1,O2,T3,T4,T5,T6",row counts available; source window timing/duration unavailable,"rest rows exist, but source timing is unavailable and non-overlap cannot be audited",False,False,"Cached features lack raw EEG path, sample index, window start/end, and source file IDs."
28,results/multi_dataset/stew_features.parquet,cached_feature_table_only,0d084bfad1228549e6b470bad0e947b372ff1568e3162aa2a0ba05ad1d550152,rest(label=0); workload(label=1),22,23,45,not verifiable from cached feature table,"Af3,Af4,F3,F4,F7,F8,Fc5,Fc6,O1,O2,T3,T4,T5,T6",row counts available; source window timing/duration unavailable,"rest rows exist, but source timing is unavailable and non-overlap cannot be audited",False,False,"Cached features lack raw EEG path, sample index, window start/end, and source file IDs."
29,results/multi_dataset/stew_features.parquet,cached_feature_table_only,0d084bfad1228549e6b470bad0e947b372ff1568e3162aa2a0ba05ad1d550152,rest(label=0); workload(label=1),12,20,32,not verifiable from cached feature table,"Af3,Af4,F3,F4,F7,F8,Fc5,Fc6,O1,O2,T3,T4,T5,T6",row counts available; source window timing/duration unavailable,"rest rows exist, but source timing is unavailable and non-overlap cannot be audited",False,False,"Cached features lack raw EEG path, sample index, window start/end, and source file IDs."
3,results/multi_dataset/stew_features.parquet,cached_feature_table_only,0d084bfad1228549e6b470bad0e947b372ff1568e3162aa2a0ba05ad1d550152,rest(label=0); workload(label=1),17,23,40,not verifiable from cached feature table,"Af3,Af4,F3,F4,F7,F8,Fc5,Fc6,O1,O2,T3,T4,T5,T6",row counts available; source window timing/duration unavailable,"rest rows exist, but source timing is unavailable and non-overlap cannot be audited",False,False,"Cached features lack raw EEG path, sample index, window start/end, and source file IDs."
30,results/multi_dataset/stew_features.parquet,cached_feature_table_only,0d084bfad1228549e6b470bad0e947b372ff1568e3162aa2a0ba05ad1d550152,rest(label=0); workload(label=1),15,11,26,not verifiable from cached feature table,"Af3,Af4,F3,F4,F7,F8,Fc5,Fc6,O1,O2,T3,T4,T5,T6",row counts available; source window timing/duration unavailable,"rest rows exist, but source timing is unavailable and non-overlap cannot be audited",False,False,"Cached features lack raw EEG path, sample index, window start/end, and source file IDs."
31,results/multi_dataset/stew_features.parquet,cached_feature_table_only,0d084bfad1228549e6b470bad0e947b372ff1568e3162aa2a0ba05ad1d550152,rest(label=0); workload(label=1),31,19,50,not verifiable from cached feature table,"Af3,Af4,F3,F4,F7,F8,Fc5,Fc6,O1,O2,T3,T4,T5,T6",row counts available; source window timing/duration unavailable,"rest rows exist, but source timing is unavailable and non-overlap cannot be audited",False,False,"Cached features lack raw EEG path, sample index, window start/end, and source file IDs."
32,results/multi_dataset/stew_features.parquet,cached_feature_table_only,0d084bfad1228549e6b470bad0e947b372ff1568e3162aa2a0ba05ad1d550152,rest(label=0); workload(label=1),15,18,33,not verifiable from cached feature table,"Af3,Af4,F3,F4,F7,F8,Fc5,Fc6,O1,O2,T3,T4,T5,T6",row counts available; source window timing/duration unavailable,"rest rows exist, but source timing is unavailable and non-overlap cannot be audited",False,False,"Cached features lack raw EEG path, sample index, window start/end, and source file IDs."
33,results/multi_dataset/stew_features.parquet,cached_feature_table_only,0d084bfad1228549e6b470bad0e947b372ff1568e3162aa2a0ba05ad1d550152,rest(label=0); workload(label=1),22,28,50,not verifiable from cached feature table,"Af3,Af4,F3,F4,F7,F8,Fc5,Fc6,O1,O2,T3,T4,T5,T6",row counts available; source window timing/duration unavailable,"rest rows exist, but source timing is unavailable and non-overlap cannot be audited",False,False,"Cached features lack raw EEG path, sample index, window start/end, and source file IDs."
34,results/multi_dataset/stew_features.parquet,cached_feature_table_only,0d084bfad1228549e6b470bad0e947b372ff1568e3162aa2a0ba05ad1d550152,rest(label=0); workload(label=1),16,21,37,not verifiable from cached feature table,"Af3,Af4,F3,F4,F7,F8,Fc5,Fc6,O1,O2,T3,T4,T5,T6",row counts available; source window timing/duration unavailable,"rest rows exist, but source timing is unavailable and non-overlap cannot be audited",False,False,"Cached features lack raw EEG path, sample index, window start/end, and source file IDs."
35,results/multi_dataset/stew_features.parquet,cached_feature_table_only,0d084bfad1228549e6b470bad0e947b372ff1568e3162aa2a0ba05ad1d550152,rest(label=0); workload(label=1),17,22,39,not verifiable from cached feature table,"Af3,Af4,F3,F4,F7,F8,Fc5,Fc6,O1,O2,T3,T4,T5,T6",row counts available; source window timing/duration unavailable,"rest rows exist, but source timing is unavailable and non-overlap cannot be audited",False,False,"Cached features lack raw EEG path, sample index, window start/end, and source file IDs."
36,results/multi_dataset/stew_features.parquet,cached_feature_table_only,0d084bfad1228549e6b470bad0e947b372ff1568e3162aa2a0ba05ad1d550152,rest(label=0); workload(label=1),28,18,46,not verifiable from cached feature table,"Af3,Af4,F3,F4,F7,F8,Fc5,Fc6,O1,O2,T3,T4,T5,T6",row counts available; source window timing/duration unavailable,"rest rows exist, but source timing is unavailable and non-overlap cannot be audited",False,False,"Cached features lack raw EEG path, sample index, window start/end, and source file IDs."
37,results/multi_dataset/stew_features.parquet,cached_feature_table_only,0d084bfad1228549e6b470bad0e947b372ff1568e3162aa2a0ba05ad1d550152,rest(label=0); workload(label=1),21,27,48,not verifiable from cached feature table,"Af3,Af4,F3,F4,F7,F8,Fc5,Fc6,O1,O2,T3,T4,T5,T6",row counts available; source window timing/duration unavailable,"rest rows exist, but source timing is unavailable and non-overlap cannot be audited",False,False,"Cached features lack raw EEG path, sample index, window start/end, and source file IDs."
38,results/multi_dataset/stew_features.parquet,cached_feature_table_only,0d084bfad1228549e6b470bad0e947b372ff1568e3162aa2a0ba05ad1d550152,rest(label=0); workload(label=1),19,20,39,not verifiable from cached feature table,"Af3,Af4,F3,F4,F7,F8,Fc5,Fc6,O1,O2,T3,T4,T5,T6",row counts available; source window timing/duration unavailable,"rest rows exist, but source timing is unavailable and non-overlap cannot be audited",False,False,"Cached features lack raw EEG path, sample index, window start/end, and source file IDs."
39,results/multi_dataset/stew_features.parquet,cached_feature_table_only,0d084bfad1228549e6b470bad0e947b372ff1568e3162aa2a0ba05ad1d550152,rest(label=0); workload(label=1),20,19,39,not verifiable from cached feature table,"Af3,Af4,F3,F4,F7,F8,Fc5,Fc6,O1,O2,T3,T4,T5,T6",row counts available; source window timing/duration unavailable,"rest rows exist, but source timing is unavailable and non-overlap cannot be audited",False,False,"Cached features lack raw EEG path, sample index, window start/end, and source file IDs."
4,results/multi_dataset/stew_features.parquet,cached_feature_table_only,0d084bfad1228549e6b470bad0e947b372ff1568e3162aa2a0ba05ad1d550152,rest(label=0); workload(label=1),18,23,41,not verifiable from cached feature table,"Af3,Af4,F3,F4,F7,F8,Fc5,Fc6,O1,O2,T3,T4,T5,T6",row counts available; source window timing/duration unavailable,"rest rows exist, but source timing is unavailable and non-overlap cannot be audited",False,False,"Cached features lack raw EEG path, sample index, window start/end, and source file IDs."
40,results/multi_dataset/stew_features.parquet,cached_feature_table_only,0d084bfad1228549e6b470bad0e947b372ff1568e3162aa2a0ba05ad1d550152,rest(label=0); workload(label=1),24,23,47,not verifiable from cached feature table,"Af3,Af4,F3,F4,F7,F8,Fc5,Fc6,O1,O2,T3,T4,T5,T6",row counts available; source window timing/duration unavailable,"rest rows exist, but source timing is unavailable and non-overlap cannot be audited",False,False,"Cached features lack raw EEG path, sample index, window start/end, and source file IDs."
41,results/multi_dataset/stew_features.parquet,cached_feature_table_only,0d084bfad1228549e6b470bad0e947b372ff1568e3162aa2a0ba05ad1d550152,rest(label=0); workload(label=1),25,21,46,not verifiable from cached feature table,"Af3,Af4,F3,F4,F7,F8,Fc5,Fc6,O1,O2,T3,T4,T5,T6",row counts available; source window timing/duration unavailable,"rest rows exist, but source timing is unavailable and non-overlap cannot be audited",False,False,"Cached features lack raw EEG path, sample index, window start/end, and source file IDs."
42,results/multi_dataset/stew_features.parquet,cached_feature_table_only,0d084bfad1228549e6b470bad0e947b372ff1568e3162aa2a0ba05ad1d550152,rest(label=0); workload(label=1),24,30,54,not verifiable from cached feature table,"Af3,Af4,F3,F4,F7,F8,Fc5,Fc6,O1,O2,T3,T4,T5,T6",row counts available; source window timing/duration unavailable,"rest rows exist, but source timing is unavailable and non-overlap cannot be audited",False,False,"Cached features lack raw EEG path, sample index, window start/end, and source file IDs."
43,results/multi_dataset/stew_features.parquet,cached_feature_table_only,0d084bfad1228549e6b470bad0e947b372ff1568e3162aa2a0ba05ad1d550152,rest(label=0); workload(label=1),15,18,33,not verifiable from cached feature table,"Af3,Af4,F3,F4,F7,F8,Fc5,Fc6,O1,O2,T3,T4,T5,T6",row counts available; source window timing/duration unavailable,"rest rows exist, but source timing is unavailable and non-overlap cannot be audited",False,False,"Cached features lack raw EEG path, sample index, window start/end, and source file IDs."
44,results/multi_dataset/stew_features.parquet,cached_feature_table_only,0d084bfad1228549e6b470bad0e947b372ff1568e3162aa2a0ba05ad1d550152,rest(label=0); workload(label=1),20,20,40,not verifiable from cached feature table,"Af3,Af4,F3,F4,F7,F8,Fc5,Fc6,O1,O2,T3,T4,T5,T6",row counts available; source window timing/duration unavailable,"rest rows exist, but source timing is unavailable and non-overlap cannot be audited",False,False,"Cached features lack raw EEG path, sample index, window start/end, and source file IDs."
45,results/multi_dataset/stew_features.parquet,cached_feature_table_only,0d084bfad1228549e6b470bad0e947b372ff1568e3162aa2a0ba05ad1d550152,rest(label=0); workload(label=1),22,14,36,not verifiable from cached feature table,"Af3,Af4,F3,F4,F7,F8,Fc5,Fc6,O1,O2,T3,T4,T5,T6",row counts available; source window timing/duration unavailable,"rest rows exist, but source timing is unavailable and non-overlap cannot be audited",False,False,"Cached features lack raw EEG path, sample index, window start/end, and source file IDs."
46,results/multi_dataset/stew_features.parquet,cached_feature_table_only,0d084bfad1228549e6b470bad0e947b372ff1568e3162aa2a0ba05ad1d550152,rest(label=0); workload(label=1),20,26,46,not verifiable from cached feature table,"Af3,Af4,F3,F4,F7,F8,Fc5,Fc6,O1,O2,T3,T4,T5,T6",row counts available; source window timing/duration unavailable,"rest rows exist, but source timing is unavailable and non-overlap cannot be audited",False,False,"Cached features lack raw EEG path, sample index, window start/end, and source file IDs."
47,results/multi_dataset/stew_features.parquet,cached_feature_table_only,0d084bfad1228549e6b470bad0e947b372ff1568e3162aa2a0ba05ad1d550152,rest(label=0); workload(label=1),23,27,50,not verifiable from cached feature table,"Af3,Af4,F3,F4,F7,F8,Fc5,Fc6,O1,O2,T3,T4,T5,T6",row counts available; source window timing/duration unavailable,"rest rows exist, but source timing is unavailable and non-overlap cannot be audited",False,False,"Cached features lack raw EEG path, sample index, window start/end, and source file IDs."
48,results/multi_dataset/stew_features.parquet,cached_feature_table_only,0d084bfad1228549e6b470bad0e947b372ff1568e3162aa2a0ba05ad1d550152,rest(label=0); workload(label=1),19,20,39,not verifiable from cached feature table,"Af3,Af4,F3,F4,F7,F8,Fc5,Fc6,O1,O2,T3,T4,T5,T6",row counts available; source window timing/duration unavailable,"rest rows exist, but source timing is unavailable and non-overlap cannot be audited",False,False,"Cached features lack raw EEG path, sample index, window start/end, and source file IDs."
5,results/multi_dataset/stew_features.parquet,cached_feature_table_only,0d084bfad1228549e6b470bad0e947b372ff1568e3162aa2a0ba05ad1d550152,rest(label=0); workload(label=1),23,22,45,not verifiable from cached feature table,"Af3,Af4,F3,F4,F7,F8,Fc5,Fc6,O1,O2,T3,T4,T5,T6",row counts available; source window timing/duration unavailable,"rest rows exist, but source timing is unavailable and non-overlap cannot be audited",False,False,"Cached features lack raw EEG path, sample index, window start/end, and source file IDs."
6,results/multi_dataset/stew_features.parquet,cached_feature_table_only,0d084bfad1228549e6b470bad0e947b372ff1568e3162aa2a0ba05ad1d550152,rest(label=0); workload(label=1),22,15,37,not verifiable from cached feature table,"Af3,Af4,F3,F4,F7,F8,Fc5,Fc6,O1,O2,T3,T4,T5,T6",row counts available; source window timing/duration unavailable,"rest rows exist, but source timing is unavailable and non-overlap cannot be audited",False,False,"Cached features lack raw EEG path, sample index, window start/end, and source file IDs."
7,results/multi_dataset/stew_features.parquet,cached_feature_table_only,0d084bfad1228549e6b470bad0e947b372ff1568e3162aa2a0ba05ad1d550152,rest(label=0); workload(label=1),22,25,47,not verifiable from cached feature table,"Af3,Af4,F3,F4,F7,F8,Fc5,Fc6,O1,O2,T3,T4,T5,T6",row counts available; source window timing/duration unavailable,"rest rows exist, but source timing is unavailable and non-overlap cannot be audited",False,False,"Cached features lack raw EEG path, sample index, window start/end, and source file IDs."
8,results/multi_dataset/stew_features.parquet,cached_feature_table_only,0d084bfad1228549e6b470bad0e947b372ff1568e3162aa2a0ba05ad1d550152,rest(label=0); workload(label=1),16,16,32,not verifiable from cached feature table,"Af3,Af4,F3,F4,F7,F8,Fc5,Fc6,O1,O2,T3,T4,T5,T6",row counts available; source window timing/duration unavailable,"rest rows exist, but source timing is unavailable and non-overlap cannot be audited",False,False,"Cached features lack raw EEG path, sample index, window start/end, and source file IDs."
9,results/multi_dataset/stew_features.parquet,cached_feature_table_only,0d084bfad1228549e6b470bad0e947b372ff1568e3162aa2a0ba05ad1d550152,rest(label=0); workload(label=1),18,19,37,not verifiable from cached feature table,"Af3,Af4,F3,F4,F7,F8,Fc5,Fc6,O1,O2,T3,T4,T5,T6",row counts available; source window timing/duration unavailable,"rest rows exist, but source timing is unavailable and non-overlap cannot be audited",False,False,"Cached features lack raw EEG path, sample index, window start/end, and source file IDs."
