subject_id,condition,label,file,window_start,pac_EEG Fp1,gamma_amp_EEG Fp1,pac_EEG Fp2,gamma_amp_EEG Fp2,pac_EEG F3,gamma_amp_EEG F3,pac_EEG F4,gamma_amp_EEG F4,pac_EEG F7,gamma_amp_EEG F7,pac_EEG F8,gamma_amp_EEG F8,pac_EEG C3,gamma_amp_EEG C3,pac_EEG C4,gamma_amp_EEG C4,pac_EEG Fz,gamma_amp_EEG Fz,pac_EEG Cz,gamma_amp_EEG Cz
Subject00,rest,0,Subject00_1.edf,20.0,0.0016597919687747831,1.1255236009898872,0.0004994287526809949,1.5759985603369882,0.001146818534017873,1.356545941790022,0.003314827753490059,1.4923733409121147,0.0008993235596379428,1.752968669095975,0.0004410256554948154,1.600662544583816,0.0010180740848134398,1.378434519934371,0.002793270554579253,1.3510105391777936,0.0033432896157097867,1.4682188814453112,0.0013362134679989444,1.5054447888584588
Subject00,rest,0,Subject00_1.edf,22.0,0.0014096216846925043,1.105967303235779,4.805734321219927e-05,1.591200625733553,0.0016671836579424768,1.32878944864524,0.002044598644476649,1.4078582559426627,0.0013209115652483673,1.761591344495442,0.0008531130705393565,1.6786849549180092,0.003308004647178586,1.4599485833761425,0.0019373043794131224,1.423544221431651,0.0021823766071408113,1.3716632247453886,0.0018932770760182757,1.5623105278913532
Subject00,rest,0,Subject00_1.edf,24.0,0.0019255309996315433,1.185192165363565,0.0011910291661737387,1.8562345204368544,0.002082434246624732,1.2710267450049104,0.003718436537620058,1.3274521018777719,0.0002145628936503241,1.7466286658894012,0.0008938807653557241,1.8442557377434257,0.001280249284929424,1.350691628424988,0.0006496361105582561,1.3144637493026348,0.003804282847360071,1.284969791707495,0.00196847294475406,1.3769913042142263
Subject00,rest,0,Subject00_1.edf,26.0,0.0006737544046926393,1.2040037430039219,0.0003552879297618989,1.8708940539821195,0.0008498987643237824,1.331070979765486,0.000770220470278552,1.3951824846539025,0.0002697545201482536,1.9510436112532745,0.0005694217333854627,1.713995925241772,7.003038301787286e-05,1.2924294783118704,0.0005222533581241524,1.4189685766397626,0.0010996971911640624,1.381752158430589,0.00034325381177993897,1.3365648616035524
Subject00,rest,0,Subject00_1.edf,28.0,0.0008512086373801478,1.2947746183951963,0.0003973042138373961,1.8223779657880537,0.0018344583360240692,1.561432407651089,0.0011884504253448329,1.5296643726197081,0.0012457840398810874,1.9987959275149438,0.0012350234799589877,1.6831395450970312,0.002059176481319835,1.397140177134275,0.0016399002014598836,1.5728465819027178,0.001069949391218911,1.5293934983444495,0.0021992036829267744,1.4687130903895615
Subject00,rest,0,Subject00_1.edf,30.0,0.0013126276334725448,1.1469434071069464,0.0012108319829317107,1.6077274154231003,0.0036677536868777987,1.3367979732687323,0.0006520313829414829,1.3700713768868993,0.00272641245570896,1.7201469852875422,0.0006507651197674672,1.585243876468379,0.0033746405868772134,1.3556031335231027,0.0018252639804910878,1.5634437273238797,0.0005725716013612593,1.353049170823181,0.0018079485157457538,1.5310862474761011
Subject00,rest,0,Subject00_1.edf,32.0,0.0011993456350291535,1.0649748769074991,0.00102393319228659,1.5586903809601917,0.0008963521387827508,1.2628985168301528,0.0006197765720284131,1.1817795899274328,0.0025407558691192163,1.598424412206976,0.0006948448433657891,1.491824360355613,0.0008402065868822065,1.3779407410228832,0.001168463369028906,1.4901033293332326,0.0007324497009101215,1.1962433036431872,0.0005267444198036931,1.5906361894406977
Subject00,rest,0,Subject00_1.edf,34.0,0.0019784481668175093,1.1642857806322477,0.0014378999258169239,1.7702340288440146,0.0005025152440325994,1.359531001593154,0.0030868237902250658,1.1459948619787117,0.001640832680534854,1.586744362231898,0.0034863645237420884,1.6062244862279986,0.0005446699717777631,1.218955210109627,0.0023766625317967953,1.312174751997223,0.002508303011478454,1.1757892391852334,0.0021472010125130766,1.364361608622953
Subject00,rest,0,Subject00_1.edf,36.0,0.0013563969068093637,1.1502566449918559,0.0036009445023191897,1.724891781569545,0.00025874050511603595,1.3622589340772566,0.0015180684438425279,1.2387703509025187,0.0006234249320558698,1.617085348095184,0.00164479517393081,1.6596438139413707,0.0003368583324646436,1.1309745047303779,0.003412709753451155,1.1277141886024702,0.0015993103610098566,1.2440108717006941,0.00045853379910414425,1.2485708491256493
Subject00,rest,0,Subject00_1.edf,38.0,0.00033544253083938377,1.0954209883609678,0.0012403642938670812,1.521482949824389,0.00025452059228192424,1.305012738845836,0.0005394829309637043,1.285445940702448,0.00048530317699093056,1.6566991224807104,0.0019504994893483846,1.641717048414144,0.0004344531138278433,1.3663371813624985,0.0006778549568242299,1.2636724815034908,0.0007031966214037441,1.2690172412872316,0.0003824550805688004,1.4577297770623678
Subject00,rest,0,Subject00_1.edf,40.0,0.001034343290061482,1.178421869237972,0.0003975545310265,1.5633205558848728,0.001707503147452001,1.3850511921531568,0.0016796698754266766,1.3822245905789414,0.0012207497663609625,1.8147945449403926,0.0016302850051980896,1.6774307727968685,0.0009238922194375683,1.4947759080904897,0.0005659244827606803,1.5511821787576767,0.0018556148417063216,1.3731463427503383,0.00037330836158631453,1.731213046331931
Subject00,rest,0,Subject00_1.edf,42.0,0.0027768497980508455,1.2972613063067215,0.003122253303258167,1.743551956900415,0.002237082494564866,1.5972024956803577,0.002666831145865856,1.6015137766925651,0.0011289124480015334,1.7348735194922948,0.0022412725471316636,1.7123080920177474,0.0008549887560873266,1.68796455146073,0.00040356589128188666,1.6320645596717118,0.0027266388083602585,1.5889519378199826,0.0008755298660560667,1.6571567317728488
Subject00,rest,0,Subject00_1.edf,44.0,0.0003174052089350295,1.3056233162124244,0.0010335511178208258,1.829314775673908,0.0003729970166293397,1.52314437230146,0.000470555883612235,1.5511536284217502,0.0019022213594332977,1.515454360740428,0.0021620546614316313,1.719259123890209,0.001017489787937144,1.6953349206106236,0.00021438879762753141,1.4495605808465766,0.0003911033987703457,1.5219064045141968,0.0007010613408621057,1.5182142093676099
Subject00,rest,0,Subject00_1.edf,46.0,0.001248867176171842,1.234197902966058,0.0022111797030757094,1.6253766570080186,0.0012593535453535097,1.6606622091118444,0.0009340155407294818,1.4010085758057558,0.0015169122958714168,1.688119172919109,0.0011586395629148267,1.6499280016260296,0.00027436637425509925,1.7242898966771607,0.0002686910136024089,1.2839445226682047,0.0009163250647488631,1.3891013314018432,0.0007915220481994546,1.5859188262692288
Subject00,rest,0,Subject00_1.edf,48.0,0.002613508745150245,1.242540531489034,0.002619341061695954,1.6084019186326342,0.0016496768413331935,1.7402967907792364,0.002009894381808694,1.5031642654783433,0.00039517453404199567,1.746952790417498,0.001355650206421427,1.6725075980593662,0.002689941155460265,1.7508826619432174,0.0005220304458261228,1.4843624223051706,0.0018185247329454185,1.4870003922648372,0.002855926667916388,1.651487194933411
Subject00,rest,0,Subject00_1.edf,50.0,0.0019567599621247464,1.3936167150312304,0.0028283420923247765,1.833426241559978,0.00048753311561546545,1.685359663555143,0.000850865088869144,1.806484139732409,0.00031629874582661554,1.6318438072901726,0.0005505248840945596,1.8908254549026202,0.0014853023581879665,1.5843591784537225,0.0005270655485763678,1.6279836257035891,0.000775852047646525,1.7674669253535429,0.002188848400436956,1.639733274539918
Subject00,rest,0,Subject00_1.edf,52.0,0.0007820338008763653,1.3251102100044971,0.0004353625527923464,1.6649784955594773,0.0014913586341429594,1.6383739925205874,0.0003325446131202161,1.6513219632146854,0.0026864176790872985,1.5848781567410888,0.0003849905515222523,1.7539546069930916,0.0010397961390901137,1.5685670015303672,0.0012321838745770661,1.5767213093864778,0.0002980749062840885,1.6285973308841508,0.001747304806943079,1.458315105426937
Subject00,rest,0,Subject00_1.edf,54.0,0.000727354877250817,1.2513108241944246,0.0017958554032048877,1.6109587183586613,0.0006744326599939991,1.5869155500482703,0.00040290366071259583,1.5443166297167075,0.0011121301294571779,1.649125836982131,0.0004712736325273466,1.5551929026899762,0.001915387460614673,1.584550973998781,0.0013286513553033945,1.571667623965006,0.00033617252600623806,1.5373792486895517,0.0008756286824122288,1.4544395686810287
Subject00,rest,0,Subject00_1.edf,56.0,0.0012310109940735189,1.17135508935063,0.0029311494060233357,1.6085126503628326,0.0005481092364296549,1.3434753957079135,0.0009388262073640431,1.5075827209878903,0.0009588695398206373,1.7442528223387297,0.0033158947744658636,1.580937704439803,0.0008568819234599026,1.3788297154820262,0.0006747322101458904,1.491356722072666,0.0009918512299804923,1.4936301692541274,0.0007465010765700831,1.5283019147662953
Subject00,rest,0,Subject00_1.edf,58.0,0.0002559656188484653,1.376605446520055,0.0014059719680904674,1.6711831727590196,0.0006355308425601959,1.7036162210878707,0.00037639454189897014,1.5231496838481389,0.00043064134228458143,1.9726239087732134,0.0031953430761742733,1.7234884203346614,0.0003618033671065882,1.6964924175285765,0.002556287685158967,1.5352559374480865,0.00038600574733246113,1.5114651997787605,0.00019287770885930086,1.722443743417668
Subject00,rest,0,Subject00_1.edf,60.0,0.0009538638716697991,1.3956349373606887,0.0020750963891583295,1.656203143849094,0.0002090549504695619,1.8482445610399805,0.0008095749818688248,1.6539884552832878,0.0017986275964674513,2.0545599484660864,0.002767468688684733,1.917861380374654,0.000817563312926052,1.8274766843476933,0.0010499519374298637,1.6594299543390194,0.0009319924645075013,1.6490281895172998,0.0005468410475245654,1.8406851287996504
Subject00,rest,0,Subject00_1.edf,62.0,0.0006476807598714602,1.3174720282857542,0.0012202490346599852,1.8741124074107365,0.001067638491197429,1.54532786346016,0.00046469602683923294,1.6062441401614975,0.0005650031811111856,2.0921169809904123,0.0013002939477224503,1.9655129626261656,0.0009007529485542408,1.4719345388223806,0.001117106432647591,1.5493815199079695,0.0005224355085873248,1.6034782196028439,0.001050926897667287,1.6659052251113686
Subject00,rest,0,Subject00_1.edf,64.0,0.0006196513910523391,1.410225213108574,0.0013348195893362847,2.158357706483907,0.0006272139291628979,1.5239731001827646,0.0007150624324766276,1.5328285549925822,0.0006635180017375713,2.125773046033998,0.0005955885084293482,1.9976762945935296,0.0008460310077271648,1.3519040846412527,0.001714100325425862,1.4223169149024595,0.0006011477336264332,1.525293525516181,0.00020745591849431516,1.5005252899238177
Subject00,rest,0,Subject00_1.edf,66.0,0.0008554817262480852,1.3940186914117376,0.00023818691228406512,2.0178680970093588,0.00040308206200970317,1.5834577555956235,0.0004307857372447702,1.4721944229983965,0.0011134854456278608,2.063941549403385,0.0005703710964970796,2.023681364879798,0.0022014949028725667,1.2976545066287548,0.0006698258305767314,1.3535348539068994,0.0005171085779794235,1.467079066184082,0.0006276868433969262,1.482452541667573
Subject00,rest,0,Subject00_1.edf,68.0,0.0008850751191833166,1.3022937905020167,0.0003131803368220299,1.825671930438538,0.0006596757428378344,1.5541805018131458,0.0005492099181844664,1.3705649951669148,0.0021519485895785157,1.9306709170865155,0.00040298347056055833,1.9523324108650044,0.0002371650308972978,1.2901150638712886,0.002726947877153421,1.331762573862812,0.0006497166647679422,1.3671532277640117,0.001115243624613965,1.3573592380802788
Subject00,rest,0,Subject00_1.edf,70.0,0.001065688113372908,1.2010985526666522,0.00019357255401406253,1.8146037293431332,0.00043273728669206,1.4390686460408955,0.0005344667732135346,1.440132302377328,0.0015388157719956243,1.8334120066110464,0.0007447228073198934,1.9250614812520994,0.0011700675671686544,1.3727476779900025,0.001586617844333407,1.3528861965938521,0.0008174995399929241,1.4318018707322604,0.001001707996193397,1.343408847801818
Subject00,rest,0,Subject00_1.edf,72.0,0.0001760146711402695,1.2302720198747896,0.00019899381067748254,1.8444297956599063,0.0016619562550221584,1.3874001279132753,0.0004989694920720972,1.4316331866732217,0.0017478431789754098,1.748200905301064,0.0011678144408648872,1.9111945929141925,0.005065682787988217,1.3092020084907652,0.0012747053210643091,1.2748011240435475,0.0005142977722380856,1.4029610541698643,0.0029394011245108395,1.3973732428405385
Subject00,rest,0,Subject00_1.edf,74.0,0.0025718544867665213,1.1285712986012153,0.0013243966470690542,1.6240160643513448,0.003639988194752551,1.2283500833356424,0.0025995580522317854,1.3661018192207453,0.0011292783041086409,1.7401882984890007,0.0004324391137207572,1.8441646309690123,0.001961877936493386,1.1572635947874,0.002108259555222861,1.1369437230275212,0.0025600573271975205,1.3169585046626315,0.0005570927232851469,1.3308580024900551
Subject00,rest,0,Subject00_1.edf,76.0,0.0011229019370945722,1.0292161767750518,0.0006893313440795322,1.500719056145996,0.0022465930783555172,1.2226773804894095,0.0006283981696800678,1.3767028159504406,0.0005112287538012529,1.5584335513247956,0.0012091533871030483,1.682778014749311,0.002319452130767907,1.3626377871300053,0.001061936751323853,1.2302400937689897,0.0008606043444109656,1.3473785815465094,0.0006717232178831124,1.4629177111966942
Subject00,rest,0,Subject00_1.edf,78.0,0.0013143660186952261,1.2008824879015816,0.0003512377964250452,1.6332411246044367,0.003179232252300389,1.4894587325891784,0.0009087114578279082,1.489688165768392,0.0008038368239224556,1.6635810310915304,0.001411035486642902,1.6491977879376087,0.0017899161454669563,1.5920169123690846,0.0017729691240663682,1.4525935295222958,0.0010520815735219047,1.4822490046865133,0.001521221828053605,1.5414443416574108
Subject00,rest,0,Subject00_1.edf,80.0,0.0009548628847670057,1.2652464933420147,0.0004475592950562444,1.7399055769685117,0.0006369494362386579,1.5153521010299635,0.0006660185718238007,1.6258213593211877,0.0009606558608725192,1.7822539299760878,0.0010449501719202504,1.7793371871556833,0.00029322210608753323,1.5072842237980777,0.0004341775620485419,1.5131902069005345,0.0005604089884147292,1.6119041785433537,0.0007600143030096373,1.487103564469736
Subject00,rest,0,Subject00_1.edf,82.0,0.0009191664266956187,1.1957927715103787,0.0003852156206938741,1.775359131963913,0.0013307429152562642,1.3796360577395608,0.0002591110985042692,1.5562093860196897,0.00122209320485358,1.702384095911917,0.0006971568987245102,1.753306235802836,0.0004802009532702505,1.4380112140108203,0.0002597616888700029,1.5382165108771857,0.00028249138459912143,1.5294987052351043,0.0006873592606422789,1.568099010138729
Subject00,rest,0,Subject00_1.edf,84.0,0.002628399437915405,1.2164721079041898,0.0018499290689478866,1.7316282813042359,0.0006669489557817458,1.4297466681790092,0.0008078105060392033,1.388928892565469,0.001056619997527862,1.7474511664497072,0.0014246833352303367,1.588344504416301,0.0014117878291485758,1.2483344410425703,0.0004771078456774682,1.399684821015914,0.0007962953588578946,1.3672766348067025,0.0005339951263776927,1.4155976094214067
Subject00,rest,0,Subject00_1.edf,86.0,0.0004476958252869975,1.3642415772618868,0.0008549022941397523,1.875628823681318,0.0005785743780100095,1.5965816180615098,0.001372427025102714,1.5484860692185571,0.001325869103571155,2.0825884529860095,0.0004277935312807225,1.808761395112559,0.0015909342502734149,1.4560650837931408,0.0013925623675537326,1.686252446984868,0.0012648063262189133,1.527943151035488,0.0007969357612360909,1.4873402211692581
Subject00,rest,0,Subject00_1.edf,88.0,0.002831263877521558,1.2689617420594392,0.0012843977850894208,1.8000485527015586,0.0021995549408351084,1.501497403565893,0.001712341652771946,1.637750638614219,0.00458997561139209,2.081654607450781,0.0008893702232052103,1.9358337695489516,0.0012447202536222202,1.6376801055864747,0.0025499329302025274,1.7827304037570126,0.0016016405225299602,1.6089179347354325,0.0005865431396451123,1.8212739823150004
Subject00,rest,0,Subject00_1.edf,90.0,0.002366636623298957,1.0838347398332497,0.0007528181925658302,1.57085632741374,0.0030187268974383548,1.3452451453127574,0.0017244610924239967,1.4574835062737275,0.0002454807860846689,1.7903351944718557,0.0005598459356541706,1.643199156824265,0.002813949949994275,1.4519345613964907,0.0012662314147180544,1.5234560279694935,0.0017923751713053594,1.42876621637309,8.870465761725667e-05,1.648438584652453
Subject00,rest,0,Subject00_1.edf,92.0,0.0015628312759421383,1.2034813229180437,0.0016970199938822134,1.6969471647578702,0.001388761566343681,1.3693851262657752,0.00041278966968230174,1.4108389015708176,0.0018577262143609674,1.658924710469092,0.00030189660920674485,1.6210165343687146,0.0015124517951645698,1.3335265674302905,0.000602700552223357,1.5626852240663782,0.00064408856805061,1.3875556659026693,0.00029683096581386914,1.4355654740751707
Subject00,rest,0,Subject00_1.edf,94.0,0.0016730239442092404,1.1775840292049284,0.0016889748258346055,1.7538282153975278,0.0011563318913183932,1.2125674086462364,0.0007541195285622602,1.2903585563656297,0.0021496242627797556,1.4742842032989594,0.0010465799344345206,1.6561130487169635,0.0006676219741518731,1.3614768805128563,0.0018188161295125535,1.5711444502739622,0.0008841403844721835,1.2809313937935949,0.0010513881790115353,1.554952841847415
Subject00,rest,0,Subject00_1.edf,96.0,0.0005552457742609803,1.1625762391613197,0.0011549599959965575,1.7355634871706307,0.0005214867997917181,1.3458351608884553,0.0004408019301535918,1.3033429470988753,0.0031412064110140337,1.600065439406541,0.000632831507476122,1.5999607202513197,0.0010221011820032353,1.4975256205447538,0.0008495054563384013,1.4738054640378508,0.00029687961530051204,1.3189315958098267,0.00040984043191968786,1.5513829246524233
Subject00,rest,0,Subject00_1.edf,98.0,0.0009152373188774129,1.179864732414656,0.001962203027284517,1.731685117562405,0.00011510456053708112,1.4485835719091913,0.0010521189299336079,1.4447661709127695,0.0003871663338589589,1.7625555726416335,0.0011559706013652092,1.5265811153256081,0.0009538279650068954,1.3855022028948314,0.001051587334355994,1.4295614064843907,0.001229514573729468,1.4535124566650564,0.00048104902703153206,1.5153889108331706
Subject00,rest,0,Subject00_1.edf,100.0,0.0009407507408648681,1.0931694766791122,0.001471932760588076,1.6495535150738414,0.0008697316645798264,1.3148825876934729,0.0012051927249064995,1.2990074410800263,0.0006373816190188428,1.757904281533324,0.000831685448513134,1.6346220211163596,0.0007688449193489808,1.1601245016712078,0.0011197027723742353,1.274820262977477,0.0015150059789335627,1.2867337193272506,0.0014222780417362047,1.436995080218982
Subject00,rest,0,Subject00_1.edf,102.0,0.0019401260325694473,1.2130430911947927,0.0006270686230668341,1.6898674258678994,0.001742822234424242,1.5220122338221864,0.001627801987243801,1.3784242927000088,0.0003469548276921963,1.8104942234971158,0.00034847043499079206,1.66845964640215,0.0026314719577774344,1.246711379995135,0.0020951520423446762,1.2778886361054673,0.0017464129543005268,1.366104912229792,0.00207762683623237,1.3955981318917716
Subject00,rest,0,Subject00_1.edf,104.0,0.001006201373802205,1.447759402030249,0.00039705034318022943,1.8592608049555137,0.003461455442541137,1.8921073766028602,0.000932359056427255,1.7124316215159585,0.0037991546282848633,1.8794481343313274,0.001217752022043485,1.89354510368317,0.0004003121561080891,1.5651656809216894,0.002257754175527199,1.3257544892122537,0.0011723349001227744,1.6843640414923067,0.0017149751975840029,1.5281554773898387
Subject00,rest,0,Subject00_1.edf,106.0,0.005890546112783884,1.2114495661859115,0.002112201320057986,1.7259180229928548,0.004122808411724472,1.5693350759333988,0.0010073695836739969,1.4836755988939516,0.0025688906119712245,1.6620882058498632,0.0008918194411261896,1.9296904921163587,0.000822031636509775,1.4692670942726709,0.0003636682509492181,1.231380453369958,0.0008926242371799977,1.4393742915254513,0.0013935974625015573,1.4917491705145383
Subject00,rest,0,Subject00_1.edf,108.0,0.0016976371445918512,1.0012281729033732,0.0003418944232750983,1.4969190235139083,0.0002024386428590927,1.2048341860223108,0.001396442002982899,1.2878656636840868,0.0007562277531730355,1.4141519241780842,0.0001222180880206882,1.622900595442967,0.002252252876690544,1.373476669640347,0.004099637274212213,1.151660462730421,0.0014478244413105893,1.2626432064287696,0.0013851232247036303,1.3746129432524994
Subject00,rest,0,Subject00_1.edf,110.0,0.0013370760499859596,1.1461741089514903,0.0009687503810036649,1.6214679229847533,0.0039006074253324675,1.3241365346485428,0.0015333777783646712,1.3455214772852615,0.0018117124417257008,1.6116360664823142,0.0015719728896358466,1.5065662336128463,0.0028092713797561097,1.3766604521446841,0.005744820735390405,1.3013070174632817,0.002419938385620522,1.3174152890208441,0.0030109778126944813,1.3657993828614032
Subject00,rest,0,Subject00_1.edf,112.0,0.0018804699383025325,1.4722066997281698,0.002406103439872192,2.012590831847552,0.0008636993274809905,1.6798927451350436,0.0006402747619387849,1.6124437743341165,0.0003136977200744376,1.9623975037538657,0.0008137105505607372,1.8047553740992215,0.0023464470451645602,1.4767441102292778,0.0008873899120008027,1.5920376123910933,0.0003239600878218732,1.5560125821905169,0.0009636245349038639,1.5693266966312513
Subject00,rest,0,Subject00_1.edf,114.0,0.0016185246135264962,1.4232517162782892,0.00488785784952273,1.9564519238746365,0.0010068349643576834,1.6304701864286868,0.0006590762946711684,1.537084725720897,0.0001721584510830776,1.7426095147142013,0.00047086115802365215,1.8777142322254032,0.0001295481932305227,1.4502686761489427,0.0007671735439736321,1.6017207517024408,0.0009510551970709314,1.4910178488290085,0.0004931720547581853,1.558438511769416
Subject00,rest,0,Subject00_1.edf,116.0,0.00114727038226586,1.2628632358775858,0.0004769906174893076,1.865780165408797,0.0008827315095914463,1.5122295111014203,0.0005972952677073903,1.398329750559051,0.0006658878555215509,1.7171633940613646,0.0013106449430334143,1.7998176911122945,0.0018117667587646694,1.3410437565149378,0.0006236388239398349,1.3701271357307132,0.0007832970901651156,1.3815512985792373,0.0005008230876116726,1.3483458318922859
Subject00,rest,0,Subject00_1.edf,118.0,0.0006382148263122186,1.4154546233726493,0.0011084329264815225,1.936928968291625,0.0013806246555581115,1.8348171741195847,0.001443557295267833,1.7023036582410838,0.00029397916535498013,1.939620965626316,0.0005670812143259346,1.9640107322468985,0.0007000442724676233,1.6859058874880888,0.0010369416790112853,1.5305177933813625,0.0017641192557709445,1.7084707363341818,0.0002831711561387074,1.6489734061328618
Subject00,rest,0,Subject00_1.edf,120.0,0.000546856565589284,1.3618855889365509,0.0008627288142049883,1.8142871861858838,0.0005942549608692573,1.8631529541559857,0.0003147043621871819,1.638090331317826,0.0007770200216762795,1.8113427513840048,0.0016568685128287453,1.8189767107312853,0.0018893807606130183,1.8051721064701718,0.0014026025105044787,1.5852748614172822,0.0003422615189695407,1.6697090973285647,0.0003462365896357886,1.6898343614707783
Subject00,rest,0,Subject00_1.edf,122.0,0.0005404213313144713,1.2683441676762663,0.0010226562235203618,1.774427252383146,0.0005270015965972091,1.6189795052752647,0.0010490627126840003,1.3298878135597545,0.0005726204452343967,1.7154786402395648,0.001917658436389019,1.73746430623926,0.0018272491614593574,1.4049488084085493,0.0005775091627804328,1.2769839627194677,0.0011795935334359827,1.3357721462456638,0.0014077240325039262,1.4112990156701328
Subject00,rest,0,Subject00_1.edf,124.0,0.002438812428441579,1.2308829375446175,0.0015870333670210735,1.7945346850371944,0.0018589360987995485,1.3796963501817967,0.000588237673413088,1.3096179527659388,0.0005906826349447666,1.588567801863494,0.0006139457749717365,1.7914601831907822,0.0008302963595639544,1.3018825019469595,0.0014078704319259196,1.315259699036349,0.0002763380649100149,1.2751842642669293,0.00196840986290495,1.4955549649586188
Subject00,rest,0,Subject00_1.edf,126.0,0.0006692015528425877,1.1990933053768658,0.0004832806446053204,1.7948488877233908,0.001083949593420714,1.3597767457414138,0.0020560759158347224,1.465248419505615,0.0004163782383294258,1.460572034348387,0.002018905045243485,1.9104771475157103,0.0011801411782878877,1.512950062670912,0.0008159673186895755,1.3607007074195636,0.002119132521951242,1.4499576986382268,0.0013023062144440995,1.5201247660449388
