subject_id,session,role,file,materialized,sha256,source,zip_md5_expected,integrity,note
sub-01,ses-S1,calibration_RS_Beg_EO,RS_Beg_EO.set,YES_local_exact_input,5a9a98677294efca57a9fc0e51c4341de1e94f025bdd621ef6be252a5293a9d6,local_zip,23f1f74cced86b40a0a956c67bba74fb,local_md5_verified,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-03,ses-S1,calibration_RS_Beg_EO,RS_Beg_EO.fdt,YES_local_exact_input,15c83cb6dbd1d7c2223b2e51e614255eac7eaf32bc097488f9c472c84f5d38b3,local_zip,3120766d0e2d65ef0299980381f4aa3e,local_md5_verified,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-03,ses-S1,scored_rest_RS_End_EO,RS_End_EO.set,YES_local_exact_input,e7a5a426fe38c2ffb67be46dc2c73e6dab58172229c89b894cbafb35720d22c9,local_zip,3120766d0e2d65ef0299980381f4aa3e,local_md5_verified,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-03,ses-S1,scored_rest_RS_End_EO,RS_End_EO.fdt,YES_local_exact_input,c3029d12e57f24d8cd30f02a7fcee9aa03db636ed8a10982b5670d1c772774c1,local_zip,3120766d0e2d65ef0299980381f4aa3e,local_md5_verified,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-03,ses-S1,scored_task_MATBdiff,MATBdiff.set,YES_local_exact_input,3baa6a400507a5d8dd23dfbd86649488ce8951f19297683fdaefc4f106c7f438,local_zip,3120766d0e2d65ef0299980381f4aa3e,local_md5_verified,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-03,ses-S1,scored_task_MATBdiff,MATBdiff.fdt,YES_local_exact_input,4b8e58c9a2c40d429948843420ae405ec174cf54b2bed0ce7c5139b40f3c9669,local_zip,3120766d0e2d65ef0299980381f4aa3e,local_md5_verified,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-04,ses-S1,calibration_RS_Beg_EO,RS_Beg_EO.set,YES_local_exact_input,3b581c617113ec288f108dbf96ed24ea973de5a6f52792786f14ec4f797a4395,local_zip,613ae1a3937261ba07ff239f80f6ebf9,local_md5_verified,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-04,ses-S1,calibration_RS_Beg_EO,RS_Beg_EO.fdt,YES_local_exact_input,9b2426aa50eadd145f6deb417035c1ec601592c5262ac781462540fa04bcd905,local_zip,613ae1a3937261ba07ff239f80f6ebf9,local_md5_verified,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-04,ses-S1,scored_rest_RS_End_EO,RS_End_EO.set,YES_local_exact_input,e0c50032c490c8b8d5bf88f1121d4e97471dd00bb994cd0cc620cd3190ce34aa,local_zip,613ae1a3937261ba07ff239f80f6ebf9,local_md5_verified,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-04,ses-S1,scored_rest_RS_End_EO,RS_End_EO.fdt,YES_local_exact_input,6d1528dbec48c2530268871609f2dca24cef9afb252c7d18da1271a893a63b58,local_zip,613ae1a3937261ba07ff239f80f6ebf9,local_md5_verified,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-04,ses-S1,scored_task_MATBdiff,MATBdiff.set,YES_local_exact_input,73631d974c695f79779ba2d83180c1f43dc5fe429c9935020ebfdcb8089c3aef,local_zip,613ae1a3937261ba07ff239f80f6ebf9,local_md5_verified,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-04,ses-S1,scored_task_MATBdiff,MATBdiff.fdt,YES_local_exact_input,990c34c5b3291d5f6d2185647f56c31967f665132bbb1bcaace208f33e7cf38d,local_zip,613ae1a3937261ba07ff239f80f6ebf9,local_md5_verified,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-05,ses-S1,calibration_RS_Beg_EO,RS_Beg_EO.set,YES_local_exact_input,48ec1b3905d13c4159a26abc9b3fb84f32b48e80c93c75bbcf7af328f4ea96eb,local_zip,9395a89068a247dc1f28bee677a2522d,local_md5_verified,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-05,ses-S1,calibration_RS_Beg_EO,RS_Beg_EO.fdt,YES_local_exact_input,dbf79d9f17d4acae9e6934b55064c5ff17d1c378685f4e3b6a6e3e70f0e9645c,local_zip,9395a89068a247dc1f28bee677a2522d,local_md5_verified,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-05,ses-S1,scored_rest_RS_End_EO,RS_End_EO.set,YES_local_exact_input,422886b58f81c1b2416a71e43b3485a150534c436ce83adf45b6ea1b75cbfe6a,local_zip,9395a89068a247dc1f28bee677a2522d,local_md5_verified,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-05,ses-S1,scored_rest_RS_End_EO,RS_End_EO.fdt,YES_local_exact_input,4cf6201844109aed9d626ab5c1739b145b1d5b459d3b2284c05bda9e8ec90902,local_zip,9395a89068a247dc1f28bee677a2522d,local_md5_verified,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-05,ses-S1,scored_task_MATBdiff,MATBdiff.set,YES_local_exact_input,71db253ed2491df5d222a40f8b3eb9fe6e269503eb7b2dc8d8eb6db144fc59fa,local_zip,9395a89068a247dc1f28bee677a2522d,local_md5_verified,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-05,ses-S1,scored_task_MATBdiff,MATBdiff.fdt,YES_local_exact_input,08dc5fefd3fd0d20b0a9f2ea6d3f77878033372d7949dcbb0d6be6cdc097697c,local_zip,9395a89068a247dc1f28bee677a2522d,local_md5_verified,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-06,ses-S1,calibration_RS_Beg_EO,RS_Beg_EO.set,YES_local_exact_input,1a1a42bf277c44b7d5f516b2afab088a676d690187cb26d124c3e30da25c3f73,local_zip,da029812690e0e352d7b4a3f2f3231f3,local_md5_verified,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-06,ses-S1,calibration_RS_Beg_EO,RS_Beg_EO.fdt,YES_local_exact_input,b22d5685abd89a276855e43818f8ac0be5a214b0c0fc822814000f3f60599ed4,local_zip,da029812690e0e352d7b4a3f2f3231f3,local_md5_verified,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-06,ses-S1,scored_rest_RS_End_EO,RS_End_EO.set,YES_local_exact_input,dc83d90c3f93706cc4c145f94da336f19155454143e5cdc43522f66d0180cc3d,local_zip,da029812690e0e352d7b4a3f2f3231f3,local_md5_verified,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-06,ses-S1,scored_rest_RS_End_EO,RS_End_EO.fdt,YES_local_exact_input,cef4e0504f0bbcc1ed68747af064a417d52463d12f601dff6dfd944d1c2610e2,local_zip,da029812690e0e352d7b4a3f2f3231f3,local_md5_verified,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-06,ses-S1,scored_task_MATBdiff,MATBdiff.set,YES_local_exact_input,af1982e1e437076641a63c97b228c63d0f8dc9eb33a109124fd16c7d395597da,local_zip,da029812690e0e352d7b4a3f2f3231f3,local_md5_verified,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-06,ses-S1,scored_task_MATBdiff,MATBdiff.fdt,YES_local_exact_input,b90849247ccd3c3a171bf5b00ce66a29069b33effa6978e62641da606ff704f7,local_zip,da029812690e0e352d7b4a3f2f3231f3,local_md5_verified,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-07,ses-S1,calibration_RS_Beg_EO,RS_Beg_EO.set,YES_local_exact_input,92565a86f5716deef8dd11f763a0fcfc44b6b056b20ed5d1b798bc641d218975,local_zip,1c7778dd78b514108d20c39bd13f83b0,local_md5_verified,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-07,ses-S1,calibration_RS_Beg_EO,RS_Beg_EO.fdt,YES_local_exact_input,ffa86a616b18b4e3d0b230a5c27551b835470549deae6904f4f6f426fad8609d,local_zip,1c7778dd78b514108d20c39bd13f83b0,local_md5_verified,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-07,ses-S1,scored_rest_RS_End_EO,RS_End_EO.set,YES_local_exact_input,fd34fd2f06077c49004601819820c07ac2aa19041e7c95838b98c3e001d5500c,local_zip,1c7778dd78b514108d20c39bd13f83b0,local_md5_verified,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-07,ses-S1,scored_rest_RS_End_EO,RS_End_EO.fdt,YES_local_exact_input,f24dc33821e4323bcbb98bd70b6aadedca930b1e31ff18757d1104e7d1e065a2,local_zip,1c7778dd78b514108d20c39bd13f83b0,local_md5_verified,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-07,ses-S1,scored_task_MATBdiff,MATBdiff.set,YES_local_exact_input,be23646175a32a426418eb29285f5264251cc94194b7b331d4a2b943a4b8fcc2,local_zip,1c7778dd78b514108d20c39bd13f83b0,local_md5_verified,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-07,ses-S1,scored_task_MATBdiff,MATBdiff.fdt,YES_local_exact_input,e06c4c19a4ed580aeb5dcea3f9cdc074236cc146b85f34e351deedb02a359752,local_zip,1c7778dd78b514108d20c39bd13f83b0,local_md5_verified,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-08,ses-S1,calibration_RS_Beg_EO,RS_Beg_EO.set,YES_local_exact_input,de0657f39e08db974b651b72bcaa60fb3a75c14216a7c6f3436bb6869238f926,local_zip,3ddf5876b2ed252d7210be6bb5c54b79,local_md5_verified,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-08,ses-S1,calibration_RS_Beg_EO,RS_Beg_EO.fdt,YES_local_exact_input,877ee42a796abd32aa69e2c688cbe785cccf5ae9e76efddae936e878968c3337,local_zip,3ddf5876b2ed252d7210be6bb5c54b79,local_md5_verified,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-08,ses-S1,scored_rest_RS_End_EO,RS_End_EO.set,YES_local_exact_input,342ec3559f2d28f492184305994928629de7066ff5a7c4c4438b6b4c027e0288,local_zip,3ddf5876b2ed252d7210be6bb5c54b79,local_md5_verified,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-08,ses-S1,scored_rest_RS_End_EO,RS_End_EO.fdt,YES_local_exact_input,c93c9ee906bf7c90efa1c9961a2e76a62560541599e8a6578e26b929b76304bb,local_zip,3ddf5876b2ed252d7210be6bb5c54b79,local_md5_verified,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-08,ses-S1,scored_task_MATBdiff,MATBdiff.set,YES_local_exact_input,385b1de0c0cb38e844934ab46d368d3e9fb8ca95ebb25d69a8d491143161101d,local_zip,3ddf5876b2ed252d7210be6bb5c54b79,local_md5_verified,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-08,ses-S1,scored_task_MATBdiff,MATBdiff.fdt,YES_local_exact_input,6cdcb3b2ff8574e8f1176c889dad09e3c8439c462bdff6763cc6fae36a3fca7f,local_zip,3ddf5876b2ed252d7210be6bb5c54b79,local_md5_verified,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-09,ses-S1,calibration_RS_Beg_EO,RS_Beg_EO.set,YES_local_exact_input,c86a8770bc64233e6f99e31f52c523182af2fe5a3693f1f46c34728ac740abab,local_zip,84e52f812865cc500f3c8d39b82a3d5f,local_md5_verified,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-09,ses-S1,calibration_RS_Beg_EO,RS_Beg_EO.fdt,YES_local_exact_input,52c7cbdf5beb95db82d612cd75fc8e7fcf64c6e80a58dbbd258447ae7c76e1ee,local_zip,84e52f812865cc500f3c8d39b82a3d5f,local_md5_verified,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-09,ses-S1,scored_rest_RS_End_EO,RS_End_EO.set,YES_local_exact_input,3fd5292748f5e653d5ed5bcbe61500637a0ae4984480a7a9b759f55832a78e6b,local_zip,84e52f812865cc500f3c8d39b82a3d5f,local_md5_verified,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-09,ses-S1,scored_rest_RS_End_EO,RS_End_EO.fdt,YES_local_exact_input,43fc16581f747f20d73a4e22734c6158a74c63c55564b227760865af97d25ffe,local_zip,84e52f812865cc500f3c8d39b82a3d5f,local_md5_verified,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-09,ses-S1,scored_task_MATBdiff,MATBdiff.set,YES_local_exact_input,c62d4bed13fd8bb4fcfbf1d44dd9340614a2dd0512d2651855d65bf5fd2a9f04,local_zip,84e52f812865cc500f3c8d39b82a3d5f,local_md5_verified,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-09,ses-S1,scored_task_MATBdiff,MATBdiff.fdt,YES_local_exact_input,3aad695842459fd9fd25bee8ed3dc9f50a13b7e6ab8e608767ed8320eba7aa94,local_zip,84e52f812865cc500f3c8d39b82a3d5f,local_md5_verified,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-10,ses-S1,calibration_RS_Beg_EO,RS_Beg_EO.set,YES_local_exact_input,b1ff15682b761a989bd5813a55572d60619282da1ae720f2eb692080d94c2730,local_zip,3470c8890aa6ae5bd684c2a4127554f8,local_md5_verified,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-10,ses-S1,calibration_RS_Beg_EO,RS_Beg_EO.fdt,YES_local_exact_input,385ffc051583e38037c239a5fa745a77509d29f83573ed5256e16fc10bcc382d,local_zip,3470c8890aa6ae5bd684c2a4127554f8,local_md5_verified,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-10,ses-S1,scored_rest_RS_End_EO,RS_End_EO.set,YES_local_exact_input,c98b0e50f9b9faf2031a18f09862cbe4eb3c4c979c7d75bea23dc17adddf5b92,local_zip,3470c8890aa6ae5bd684c2a4127554f8,local_md5_verified,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-10,ses-S1,scored_rest_RS_End_EO,RS_End_EO.fdt,YES_local_exact_input,44a2ccb1ffe684139fa9a29751e14414556d32fb8d318ba0fa8a88feb933ae3a,local_zip,3470c8890aa6ae5bd684c2a4127554f8,local_md5_verified,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-10,ses-S1,scored_task_MATBdiff,MATBdiff.set,YES_local_exact_input,7108b6c7c7738ef6501101888484c323a8087b46135aa905463f164b0751c7be,local_zip,3470c8890aa6ae5bd684c2a4127554f8,local_md5_verified,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-10,ses-S1,scored_task_MATBdiff,MATBdiff.fdt,YES_local_exact_input,f21c4c5d301d1333aa5d035a552e67f32dee16d25236fa7deafc445e2dee60c3,local_zip,3470c8890aa6ae5bd684c2a4127554f8,local_md5_verified,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-11,ses-S1,calibration_RS_Beg_EO,RS_Beg_EO.set,YES_local_exact_input,31967195902acdfc66f0b4811922eb0dc07e01bd28f1ca558784ae510770ae5f,remote_range,c63aab36869315fa7303c76c4bfaa0e6,remote_range_read_zip_crc32_validated_on_extract,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-11,ses-S1,calibration_RS_Beg_EO,RS_Beg_EO.fdt,YES_local_exact_input,2f267dcb8508b070200ed2776f46fafbb3fa713f639ea85e29957931a3186cf0,remote_range,c63aab36869315fa7303c76c4bfaa0e6,remote_range_read_zip_crc32_validated_on_extract,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-11,ses-S1,scored_rest_RS_End_EO,RS_End_EO.set,YES_local_exact_input,20fd2b5c1201fe75a158da636743e8d09e324ce451a5770044261364e1273b66,remote_range,c63aab36869315fa7303c76c4bfaa0e6,remote_range_read_zip_crc32_validated_on_extract,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-11,ses-S1,scored_rest_RS_End_EO,RS_End_EO.fdt,YES_local_exact_input,38d2b633ab3016a1a95282103874a71a5a9b62c2b6d39226cc2323c21ec3541a,remote_range,c63aab36869315fa7303c76c4bfaa0e6,remote_range_read_zip_crc32_validated_on_extract,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-11,ses-S1,scored_task_MATBdiff,MATBdiff.set,YES_local_exact_input,ac37019d09dab638115da0ca2280472904f0f218e95c5473cea2fb3b44356b11,remote_range,c63aab36869315fa7303c76c4bfaa0e6,remote_range_read_zip_crc32_validated_on_extract,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-11,ses-S1,scored_task_MATBdiff,MATBdiff.fdt,YES_local_exact_input,fb0e19ec47e49fba503870d4dd249e332c05d14e5f543046670fbdb8a817abde,remote_range,c63aab36869315fa7303c76c4bfaa0e6,remote_range_read_zip_crc32_validated_on_extract,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-12,ses-S1,calibration_RS_Beg_EO,RS_Beg_EO.set,YES_local_exact_input,8b580c8fe8d4bcd2810b1a9d972855a1db4f3f6b0d7424341ac1d909d10b8701,remote_range,7fda5b987eb6374a257b142b839fcd28,remote_range_read_zip_crc32_validated_on_extract,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-12,ses-S1,calibration_RS_Beg_EO,RS_Beg_EO.fdt,YES_local_exact_input,11f93c73f016d967f0d08acaa69f6d1fe44dcea5616525c37f9b4b99fc061e56,remote_range,7fda5b987eb6374a257b142b839fcd28,remote_range_read_zip_crc32_validated_on_extract,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-12,ses-S1,scored_rest_RS_End_EO,RS_End_EO.set,YES_local_exact_input,3ad4f839995cd0b7fc1c02578e70040c6d6c76dc9fe104248fff5bdd4fa0c81f,remote_range,7fda5b987eb6374a257b142b839fcd28,remote_range_read_zip_crc32_validated_on_extract,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-12,ses-S1,scored_rest_RS_End_EO,RS_End_EO.fdt,YES_local_exact_input,fc56cbc8568ca00d79c138d67c06b2545e6e54f086eeb44c660208ff44f7a443,remote_range,7fda5b987eb6374a257b142b839fcd28,remote_range_read_zip_crc32_validated_on_extract,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-12,ses-S1,scored_task_MATBdiff,MATBdiff.set,YES_local_exact_input,ea32b9d164dcf750073063690ef9a5fab5d5e96bd89493f598f4875dee442c2b,remote_range,7fda5b987eb6374a257b142b839fcd28,remote_range_read_zip_crc32_validated_on_extract,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-12,ses-S1,scored_task_MATBdiff,MATBdiff.fdt,YES_local_exact_input,5a97c6473f6b0bc0fe8cec5eed27fe2c0d9e69fcbeaf980dd16d14acc600abc6,remote_range,7fda5b987eb6374a257b142b839fcd28,remote_range_read_zip_crc32_validated_on_extract,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-13,ses-S1,calibration_RS_Beg_EO,RS_Beg_EO.set,YES_local_exact_input,a190d5e8200dce5c0c9949d2cdc375e9e0331842e6eefc61e7f0b340c6bbaffe,remote_range,f0b00c46f9f2c6088e4d9a8b0affea81,remote_range_read_zip_crc32_validated_on_extract,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-13,ses-S1,calibration_RS_Beg_EO,RS_Beg_EO.fdt,YES_local_exact_input,39f47d080ccb5c33990329f5d87328353687c11cab11005ff5b9b8569f5b8e65,remote_range,f0b00c46f9f2c6088e4d9a8b0affea81,remote_range_read_zip_crc32_validated_on_extract,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-13,ses-S1,scored_rest_RS_End_EO,RS_End_EO.set,YES_local_exact_input,cc4c095cc160fd503dc049e96670ada33f7c576258972db5e4ddc557ea2a8b82,remote_range,f0b00c46f9f2c6088e4d9a8b0affea81,remote_range_read_zip_crc32_validated_on_extract,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-13,ses-S1,scored_rest_RS_End_EO,RS_End_EO.fdt,YES_local_exact_input,682c0eb5e877115a3d88baa91bbd0e7aeb9f07011aedc156431eb60212b0dc97,remote_range,f0b00c46f9f2c6088e4d9a8b0affea81,remote_range_read_zip_crc32_validated_on_extract,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-13,ses-S1,scored_task_MATBdiff,MATBdiff.set,YES_local_exact_input,e796912b617b6fd4e94c5ba2591af7fc4e8110af086f5276653037ef6bc4c84f,remote_range,f0b00c46f9f2c6088e4d9a8b0affea81,remote_range_read_zip_crc32_validated_on_extract,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-13,ses-S1,scored_task_MATBdiff,MATBdiff.fdt,YES_local_exact_input,4ff9066540309011bcc4881449b80f109c2af15bdbbc8ccb48611e7d15f778e8,remote_range,f0b00c46f9f2c6088e4d9a8b0affea81,remote_range_read_zip_crc32_validated_on_extract,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-14,ses-S1,calibration_RS_Beg_EO,RS_Beg_EO.set,YES_local_exact_input,530291a43f846eb2476158da76669968567ae6aa69ca5a1c6eb7f44bfa2e740a,remote_range,03e164e277d89070c30fa59424cd78c4,remote_range_read_zip_crc32_validated_on_extract,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-14,ses-S1,calibration_RS_Beg_EO,RS_Beg_EO.fdt,YES_local_exact_input,ca904f3d38f52ae590a7567dbb80060315fbb1b4d3886a756876dc6c0cb41b14,remote_range,03e164e277d89070c30fa59424cd78c4,remote_range_read_zip_crc32_validated_on_extract,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-14,ses-S1,scored_rest_RS_End_EO,RS_End_EO.set,YES_local_exact_input,ba26ae5e2a665945839d093cb128c3d88e7df86d29db408e764dec734e44b2a1,remote_range,03e164e277d89070c30fa59424cd78c4,remote_range_read_zip_crc32_validated_on_extract,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-14,ses-S1,scored_rest_RS_End_EO,RS_End_EO.fdt,YES_local_exact_input,38eb264178780868a9d0cafb8ce4fe46a1834fe1929803df43726f6664195abe,remote_range,03e164e277d89070c30fa59424cd78c4,remote_range_read_zip_crc32_validated_on_extract,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-14,ses-S1,scored_task_MATBdiff,MATBdiff.set,YES_local_exact_input,37638fc2e58d95ba3c9fc2b6bdade6bc25a3286eb2923e89e1e20d2f46a96bcb,remote_range,03e164e277d89070c30fa59424cd78c4,remote_range_read_zip_crc32_validated_on_extract,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
sub-14,ses-S1,scored_task_MATBdiff,MATBdiff.fdt,YES_local_exact_input,cbcdce1870cb3e589e9d91302cb59816daab67ae314a20190333d293ebdd2f68,remote_range,03e164e277d89070c30fa59424cd78c4,remote_range_read_zip_crc32_validated_on_extract,exact-input SHA-256 (full-archive MD5 for local; CRC32-validated member for remote)
